;titulo;valor;data;skill;pais
0;Integrar dados de um banco de dados Sql Server com Api de outro Erp;USD 250 - 500;20 de Março de 2023 17:41;['JavaScript', 'MySQL', 'PHP'];Brasil
1;Criar um sisteminha que auxilie no controle fiscal dos produtos no Erp Tiny;USD 250 - 500;20 de Março de 2023 15:30;['JavaScript', 'MySQL', 'PHP', 'Python', 'Selenium'];Brasil
2;Bot Telegram;Menos de USD 50;21 de Março de 2023 23:21;['Design Gráfico', 'Ilustração', 'Adobe Illustrator'];Brasil
3;Procuro Sistema De Chatbot Omnichanel;USD 250 - 500;21 de Março de 2023 20:46;['C', 'Java', 'Python'];Brasil
4;Orçamento para criação de software para empresa de diagramação e legendagem;USD 1.000 - 3.000;21 de Março de 2023 18:27;['C', 'Java', 'Python'];Brasil
5;Criar um modelo um software em Python para prever time series;USD 100 - 250;21 de Março de 2023 17:05;['C', 'Java', 'Python'];Brasil
6;Configurar servidor para Produção Flask + Nginx + Gunicorn;Menos de USD 50;21 de Março de 2023 16:22;['HTML5', 'MySQL', 'PHP'];Brasil
7;Quitei.co;USD 250 - 500;21 de Março de 2023 15:56;['C', 'Java', 'Python'];Brasil
8;Aplicativo de mobilidade Urbana;USD 50 - 100;21 de Março de 2023 15:18;['C', 'Java', 'Python'];Brasil
9;Web scraping;USD 250 - 500;18 de Março de 2023 22:08;['JavaScript', 'MySQL', 'PHP', 'CSS', 'HTML', 'HTML5', 'Python'];Brasil
10;Sistema de Multiplos Atendimentos pelo Whatsapp;USD 1.000 - 3.000;18 de Março de 2023 19:54;['JavaScript', 'MySQL', 'API', 'CSS', 'Django', 'HTML', 'HTML5', 'Python', 'Responsive Web Design'];Brasil
11;Programador com experiência;USD 100 - 250;18 de Março de 2023 19:17;['JavaScript', 'CSS', 'HTML', 'HTML5', 'Python', 'Bootstrap', 'Responsive Web Design'];Brasil
12;Desenvolvimento de Sistema de Estoque e Preço com Tiny Api 2.0;USD 250 - 500;18 de Março de 2023 18:59;['JavaScript', 'MySQL', 'PHP', 'Node.js', 'Python'];Brasil
13;Pesquisa em Documentos;USD 250 - 500;17 de Março de 2023 23:05;['C', 'Java', 'Python'];Brasil
14;Api Whatsapp + Python;USD 250 - 500;17 de Março de 2023 17:33;['JavaScript', 'API', 'Python', 'REST API'];Brasil
15;Desenvolver um painel para envio de mensagens Whats;USD 500 - 1.000;17 de Março de 2023 13:47;['JavaScript', 'MySQL', 'PHP'];Brasil
16;Aulas de Estátistica, Probabilidade e Teste de Hipoteses;USD 100 - 250;15 de Março de 2023 14:16;['Microsoft Excel', 'Análise Financeira', 'Python', 'Estatística'];Brasil
17;Desenvolvimento de um projeto de Machine Learning para identificar cores em uma imagem e desenhar uma linha.;USD 100 - 250;15 de Março de 2023 13:40;['JavaScript', 'MySQL', 'PHP'];Brasil
18;Preciso fazer o deploy de um app django em um servidor dedicado linux com Centos;USD 100 - 250;15 de Março de 2023 12:35;['JavaScript', 'MySQL', 'PHP'];Brasil
19;Preciso monitorar um site e criar um alerta para uma acao.;USD 250 - 500;15 de Março de 2023 01:39;['C', 'Java', 'Python', 'HTML'];Brasil
20;Automatizar o projeto de seguir contas no instagram;USD 250 - 500;15 de Março de 2023 00:37;['JavaScript', 'MySQL', 'PHP'];Brasil
21;Python: Extração de perguntas de arquivos em pdf para Csv.;USD 250 - 500;14 de Março de 2023 22:31;['JavaScript', 'MySQL', 'PHP'];Brasil
22;Tranformar joguinho que roda no windows 7, para windows 10;Menos de USD 15 / hora;14 de Março de 2023 21:56;['C', 'Java', 'Python', 'Unity 3D'];Brasil
